"n","B","j","delta_lambda","kappa_IM","psi_delta","se_delta","lower_delta","upper_delta"
2000,135,1,0.0152427140299914,37904488.3837209,1.80678046698134,0.161766887145383,1.48971736817638,2.12384356578629
2000,136,1,0.00670700366697931,754068308.798686,1.58090282025383,0.0563572889967178,1.47044253382026,1.6913631066874
2000,137,1,0.00813718630839334,185461905.84024,1.4928554084912,0.0637129709696472,1.36797798539069,1.61773283159171
2000,138,1,0.0103676737065416,1.7854635936922e+23,1.62233975093268,0.0593727955254284,1.50596907170285,1.73871043016252
2000,139,1,0.00113675086528224,6.01294643661346e+20,1.44542023652261,0.0673735966336825,1.31336798712059,1.57747248592462
2000,140,1,0.0139871050782969,2.39120023990335e+22,1.67941244094953,0.0559242359361738,1.56980093851463,1.78902394338443
2000,141,1,0.00467752464808942,241641366.479506,1.48952462628326,0.0752806026700044,1.34197464505006,1.63707460751647
2000,142,1,0.0112230019901086,285191767.689255,1.69407626168452,0.0520972903178104,1.59196557266161,1.79618695070743
2000,143,1,0.00427276476995786,912650701.023873,1.37880543473218,0.0631602833610664,1.25501127934449,1.50259959011987
2000,144,1,0.0102730181161103,536496009.552222,1.70593125170752,0.0843074112391161,1.54068872567885,1.87117377773619
2000,145,1,0.0180393065438349,98985315.2578455,1.66502894690129,0.269009742766174,1.13776985107959,2.19228804272299
2000,146,1,0.00727134202339276,665513768.065874,1.60801087575467,0.0540287189667158,1.50211458657991,1.71390716492943
2000,147,1,0.0109982139289586,4.61167661306063e+23,1.68013546834412,0.0529483549018718,1.57635669273645,1.78391424395179
2000,148,1,0.00411715714271089,210141458850.189,1.68777970878247,0.0583810450420029,1.57335286050014,1.80220655706479
2000,149,1,0.00915399673103344,92982459.0762679,1.5382399488566,0.0563064164603988,1.42787937259421,1.64860052511898
2000,150,1,0.00667518178801022,50792809.196304,1.59024527632426,0.057677824123501,1.4771967410422,1.70329381160632
2000,151,1,0.00684212111924808,284427004.355677,1.33288438208833,0.0633143509112311,1.20878825430232,1.45698050987434
2000,152,1,0.00473828377923201,77869279106.9051,1.5517006441852,0.116166365720163,1.32401456737368,1.77938672099672
2000,153,1,0.0107575605309379,2.07053209131795e+21,1.53931921756206,0.0527465149021745,1.4359360483538,1.64270238677033
2000,154,1,0.00809870308662006,405157746.340791,1.49732888389055,0.0633762807535065,1.37311137361368,1.62154639416743
2000,155,1,0.0112949466801129,134724555.143696,1.61906745985348,0.056785716105379,1.50776745628693,1.73036746342002
2000,156,1,0.00894650784610732,1191822633.28414,1.60653171922466,0.052999314362907,1.50265306307336,1.71041037537595
2000,157,1,0.0119138849991204,1246249846.75764,1.63868020762906,0.0614220361284912,1.51829301681721,1.7590673984409
2000,158,1,0.00350430290533,2.13463220182908e+24,1.56605017339216,0.0726832797380558,1.42359094510557,1.70850940167875
2000,159,1,0.0061515433541872,4216526385.51076,1.32181193703619,0.0567637853585394,1.21055491773345,1.43306895633893
2000,160,1,0.00674117124918291,531509461.343686,1.50090351430667,0.0618159355673352,1.37974428059469,1.62206274801865
2000,161,1,0.0106086329990297,15074036.4593123,1.61085919447492,0.050585361530079,1.51171188587597,1.71000650307388
2000,162,1,0.0105707116553679,255257681.094961,1.61676841273195,0.058147406934117,1.50279949514108,1.73073733032282
2000,163,1,0.0322115818143393,18672539.1437772,1.63967674942105,0.0468644503988644,1.54782242663927,1.73153107220282
2000,164,1,0.00695337030727943,94423215441.737,1.64341989554336,0.0604173678483458,1.5250018545606,1.76183793652612
2000,165,1,0.0129813316407573,115782233.37638,1.59176256358117,0.0507186434831653,1.49235402235417,1.69117110480818
2000,166,1,0.00532451065644895,246881280.317003,1.55514737251223,0.0630350103504203,1.43159875222541,1.67869599279906
2000,167,1,0.0106202071453699,1.08883630893917e+20,1.28922411029225,0.0546196815335934,1.18216953448641,1.39627868609809
2000,168,1,0.0117355840583507,246752851.54556,1.56314189719594,0.0646482370669159,1.43643135254478,1.6898524418471
2000,169,1,0.0129017294619599,148715165.82199,1.68436832910268,0.0540886374039398,1.57835459979096,1.7903820584144
2000,170,1,0.011719232885891,4.53848222889969e+20,1.47740788578876,0.0546872810944515,1.37022081484364,1.58459495673389
2000,171,1,0.00498788193679728,34210870688.3262,1.43895117373648,0.0605215200053086,1.32032899452607,1.55757335294688
2000,172,1,0.00665908496175158,506158375.66181,1.6652233372722,0.0701617144642586,1.52770637692226,1.80274029762215
2000,173,1,0.0186730311549178,4.87493627093146e+20,1.53450340032559,0.0442622967913604,1.44774929861452,1.62125750203666
2000,174,1,0.0230772611631051,69983951.0216339,1.6967980962913,0.0494299147670083,1.59991546334796,1.79368072923463
2000,175,1,0.0104005717462959,57961048.8487521,1.67956233155266,0.0565204238182137,1.56878230086896,1.79034236223636
2000,176,1,0.0110232242392446,1120004292.03789,1.82176632453755,0.0566014287426798,1.7108275242019,1.9327051248732
2000,177,1,0.0206906806585646,17061954.0313165,1.57015344767383,0.0539519740263711,1.46440757858214,1.67589931676552
2000,178,1,0.0054498854203418,9.3014427136717e+21,1.60991622337556,0.0673429030017028,1.47792413349223,1.7419083132589
2000,179,1,0.00577473031754413,8.71784846146561e+20,1.44690827134261,0.0636838956785462,1.32208783581266,1.57172870687256
2000,180,1,0.0152204648681075,203288227.933559,1.61209138570977,0.0534124448196525,1.50740299386325,1.71677977755629
2000,181,1,0.0105525764031266,88937090.6773553,1.65906645375278,0.0526545990349664,1.55586343964425,1.76226946786132
2000,182,1,0.00479488754867124,522311311.641783,1.62482952307345,0.0611294175700077,1.50501586463624,1.74464318151067
2000,183,1,0.00662037529779485,526327050.683348,1.5211761372672,0.0719784821165379,1.38009831231879,1.66225396221562
2000,184,1,0.0107594076641973,54488969.0053291,1.63582045456799,0.051365041349067,1.53514497352382,1.73649593561216
2000,185,1,0.012918945562519,147837678.173723,1.54842428284412,0.0497179619294701,1.45097707746236,1.64587148822588
2000,186,1,0.012124448403394,1284366245.10782,1.64115664087671,0.0501461649396009,1.5428701575951,1.73944312415833
2000,187,1,0.0133114558382082,289409243.879248,1.55328479285899,0.0586584750695321,1.43831418172271,1.66825540399527
2000,188,1,0.0125438811033815,397713550.333838,1.78505167167854,0.0497728718820284,1.68749684278976,1.88260650056731
2000,189,1,0.0109363198545453,336111762.878607,1.56005803659906,0.057817858891836,1.44673503317106,1.67338104002706
2000,190,1,0.00430060646780435,1169404710.42567,1.35883896691721,0.0614139862728622,1.2384675538224,1.47921038001202
2000,191,1,0.00732052755687693,3.39641130250357e+21,1.4172634569158,0.0564263312180606,1.3066678477284,1.5278590661032
2000,192,1,0.00686924145500786,4.59963641916418e+20,1.70431409558205,0.0599548358151918,1.58680261738428,1.82182557377983
2000,193,1,0.0115213145427183,2.2360905460545e+41,1.46517773789485,0.0596592041501717,1.34824569776051,1.58210977802919
2000,194,1,0.0169130208507662,865986132.364087,1.83401445541444,0.0502800334534185,1.73546558984574,1.93256332098314
2000,195,1,0.0131073829445908,5159819.8711819,1.4578917776826,0.0492697499006444,1.36132306787734,1.55446048748786
2000,196,1,0.00607598748644276,3.79826238966594e+20,1.88498613158678,0.0560654902136573,1.77509777076801,1.99487449240554
2000,197,1,0.0210462234836569,23045732.9211814,1.72528401487623,0.0558340753059594,1.61584922727655,1.83471880247591
2000,198,1,0.0129044326819108,1.18023325546868e+20,1.8255866135845,0.0554393146890277,1.71692555679401,1.93424767037499
2000,199,1,0.00743986611866612,1251492930.29058,1.77146222610708,0.0631025895266266,1.64778115063489,1.89514330157927
2000,200,1,0.0108294962163336,27722096.7188621,1.41565928507439,0.0544779956133619,1.3088824136722,1.52243615647658
